# Forces     
# CofR       : (5.000000e-01 0.000000e+00 0.000000e+00)
# Time       forces(pressure viscous porous)	moments(pressure viscous porous)
311          	((-7.270582e-06 4.333134e-05 -5.343521e-25) (8.723220e-06 8.825565e-07 -1.831114e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.499701e-06 -1.090587e-06 -8.384449e-06) (-1.323835e-07 1.308483e-06 -7.558925e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
312          	((-7.270995e-06 4.332601e-05 -5.342199e-25) (8.682097e-06 8.841280e-07 -1.825618e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.498902e-06 -1.090649e-06 -8.381903e-06) (-1.326192e-07 1.302315e-06 -7.544270e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
313          	((-7.271246e-06 4.331920e-05 -5.341084e-25) (8.641193e-06 8.856914e-07 -1.819992e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.497879e-06 -1.090687e-06 -8.379273e-06) (-1.328537e-07 1.296179e-06 -7.529704e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
314          	((-7.271529e-06 4.331161e-05 -5.339968e-25) (8.600535e-06 8.872479e-07 -1.814215e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.496741e-06 -1.090729e-06 -8.376400e-06) (-1.330872e-07 1.290080e-06 -7.515229e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
315          	((-7.271575e-06 4.330498e-05 -5.338303e-25) (8.560111e-06 8.887988e-07 -1.808397e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.495748e-06 -1.090736e-06 -8.373077e-06) (-1.333198e-07 1.284017e-06 -7.500853e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
316          	((-7.271766e-06 4.329595e-05 -5.337251e-25) (8.519903e-06 8.903432e-07 -1.802342e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.494393e-06 -1.090765e-06 -8.369983e-06) (-1.335515e-07 1.277986e-06 -7.486579e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
317          	((-7.271777e-06 4.328586e-05 -5.336317e-25) (8.479908e-06 8.918813e-07 -1.796136e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.492878e-06 -1.090767e-06 -8.366796e-06) (-1.337822e-07 1.271986e-06 -7.472397e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
318          	((-7.271603e-06 4.327482e-05 -5.335430e-25) (8.440128e-06 8.934123e-07 -1.789794e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.491224e-06 -1.090740e-06 -8.363423e-06) (-1.340118e-07 1.266019e-06 -7.458304e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
319          	((-7.275109e-06 4.326443e-05 -5.460313e-25) (8.400681e-06 8.949329e-07 -1.755619e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.489664e-06 -1.091266e-06 -8.359558e-06) (-1.342399e-07 1.260102e-06 -7.444285e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
320          	((-7.274038e-06 4.325161e-05 -5.459445e-25) (8.361608e-06 8.964417e-07 -1.749099e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.487741e-06 -1.091106e-06 -8.356023e-06) (-1.344663e-07 1.254241e-06 -7.430341e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
321          	((-7.272773e-06 4.323728e-05 -5.458801e-25) (8.322743e-06 8.979421e-07 -1.742441e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.485591e-06 -1.090916e-06 -8.352398e-06) (-1.346913e-07 1.248411e-06 -7.416475e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
322          	((-7.271522e-06 4.322203e-05 -5.458189e-25) (8.284108e-06 8.994355e-07 -1.735616e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.483304e-06 -1.090728e-06 -8.348510e-06) (-1.349153e-07 1.242616e-06 -7.402691e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
323          	((-7.270188e-06 4.320646e-05 -5.457436e-25) (8.245691e-06 9.009230e-07 -1.728659e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.480968e-06 -1.090528e-06 -8.344344e-06) (-1.351384e-07 1.236854e-06 -7.388997e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
324          	((-7.268658e-06 4.319053e-05 -5.456581e-25) (8.207472e-06 9.024045e-07 -1.721610e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.478579e-06 -1.090299e-06 -8.340016e-06) (-1.353607e-07 1.231121e-06 -7.375395e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
325          	((-7.266968e-06 4.317364e-05 -5.455840e-25) (8.169446e-06 9.038791e-07 -1.714455e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.476046e-06 -1.090045e-06 -8.335642e-06) (-1.355819e-07 1.225417e-06 -7.361882e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
326          	((-7.265002e-06 4.315645e-05 -5.454948e-25) (8.131618e-06 9.053462e-07 -1.707220e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.473467e-06 -1.089750e-06 -8.331012e-06) (-1.358019e-07 1.219743e-06 -7.348451e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
327          	((-7.263321e-06 4.313590e-05 -5.454954e-25) (8.093997e-06 9.068052e-07 -1.699712e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.470384e-06 -1.089498e-06 -8.326647e-06) (-1.360208e-07 1.214100e-06 -7.335102e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
328          	((-7.261431e-06 4.311433e-05 -5.454949e-25) (8.056595e-06 9.082571e-07 -1.692024e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.467149e-06 -1.089215e-06 -8.322019e-06) (-1.362386e-07 1.208489e-06 -7.321827e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
329          	((-7.263547e-06 4.309350e-05 -5.587820e-25) (8.019527e-06 9.096987e-07 -1.654856e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.464025e-06 -1.089532e-06 -8.316856e-06) (-1.364548e-07 1.202929e-06 -7.308613e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
330          	((-7.260103e-06 4.307134e-05 -5.587352e-25) (7.982834e-06 9.111284e-07 -1.647101e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.460702e-06 -1.089016e-06 -8.311847e-06) (-1.366693e-07 1.197425e-06 -7.295461e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
331          	((-7.256507e-06 4.304828e-05 -5.586996e-25) (7.946345e-06 9.125481e-07 -1.639286e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.457242e-06 -1.088476e-06 -8.306729e-06) (-1.368822e-07 1.191952e-06 -7.282373e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
332          	((-7.253208e-06 4.302392e-05 -5.586871e-25) (7.910073e-06 9.139596e-07 -1.631296e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.453588e-06 -1.087981e-06 -8.301458e-06) (-1.370939e-07 1.186511e-06 -7.269360e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
333          	((-7.249995e-06 4.299828e-05 -5.586890e-25) (7.873995e-06 9.153651e-07 -1.623083e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.449742e-06 -1.087499e-06 -8.296003e-06) (-1.373048e-07 1.181099e-06 -7.256430e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
334          	((-7.246516e-06 4.297167e-05 -5.586930e-25) (7.838093e-06 9.167649e-07 -1.614685e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.445750e-06 -1.086977e-06 -8.290365e-06) (-1.375147e-07 1.175714e-06 -7.243584e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
335          	((-7.242676e-06 4.294437e-05 -5.586935e-25) (7.802362e-06 9.181583e-07 -1.606171e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.441656e-06 -1.086401e-06 -8.284563e-06) (-1.377237e-07 1.170354e-06 -7.230817e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
336          	((-7.238622e-06 4.291636e-05 -5.586953e-25) (7.766808e-06 9.195441e-07 -1.597580e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.437454e-06 -1.085793e-06 -8.278625e-06) (-1.379316e-07 1.165021e-06 -7.218120e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
337          	((-7.234498e-06 4.288739e-05 -5.587051e-25) (7.731444e-06 9.209221e-07 -1.588904e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.433109e-06 -1.085175e-06 -8.272561e-06) (-1.381383e-07 1.159717e-06 -7.205492e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
338          	((-7.230311e-06 4.285723e-05 -5.587268e-25) (7.696279e-06 9.222921e-07 -1.580113e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.428584e-06 -1.084547e-06 -8.266362e-06) (-1.383438e-07 1.154442e-06 -7.192932e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
339          	((-7.225986e-06 4.282579e-05 -5.587619e-25) (7.661321e-06 9.236542e-07 -1.571186e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.423868e-06 -1.083898e-06 -8.260029e-06) (-1.385481e-07 1.149198e-06 -7.180442e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
340          	((-7.224679e-06 4.279335e-05 -5.690536e-25) (7.626661e-06 9.250056e-07 -1.539528e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.419003e-06 -1.083702e-06 -8.253471e-06) (-1.387508e-07 1.143999e-06 -7.168007e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
341          	((-7.219360e-06 4.275970e-05 -5.691044e-25) (7.592326e-06 9.263453e-07 -1.530354e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.413955e-06 -1.082904e-06 -8.246953e-06) (-1.389518e-07 1.138849e-06 -7.155626e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
342          	((-7.213708e-06 4.272499e-05 -5.691625e-25) (7.558175e-06 9.276756e-07 -1.521066e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.408749e-06 -1.082056e-06 -8.240258e-06) (-1.391513e-07 1.133726e-06 -7.143301e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
343          	((-7.207954e-06 4.268963e-05 -5.692145e-25) (7.524227e-06 9.289977e-07 -1.511656e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.403444e-06 -1.081193e-06 -8.233273e-06) (-1.393497e-07 1.128634e-06 -7.131037e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
344          	((-7.202090e-06 4.265369e-05 -5.692587e-25) (7.490469e-06 9.303131e-07 -1.502136e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.398054e-06 -1.080313e-06 -8.226041e-06) (-1.395470e-07 1.123570e-06 -7.118843e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
345          	((-7.196052e-06 4.261686e-05 -5.693084e-25) (7.456885e-06 9.316219e-07 -1.492502e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.392529e-06 -1.079408e-06 -8.218688e-06) (-1.397433e-07 1.118533e-06 -7.106721e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
346          	((-7.189835e-06 4.257873e-05 -5.693786e-25) (7.423468e-06 9.329231e-07 -1.482735e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.386810e-06 -1.078475e-06 -8.211280e-06) (-1.399385e-07 1.113520e-06 -7.094666e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
347          	((-7.183462e-06 4.253919e-05 -5.694713e-25) (7.390221e-06 9.342162e-07 -1.472821e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.380879e-06 -1.077519e-06 -8.203778e-06) (-1.401324e-07 1.108533e-06 -7.082673e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
348          	((-7.176921e-06 4.249849e-05 -5.695755e-25) (7.357151e-06 9.355010e-07 -1.462777e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.374773e-06 -1.076538e-06 -8.196108e-06) (-1.403251e-07 1.103573e-06 -7.070739e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
349          	((-7.170178e-06 4.245690e-05 -5.696798e-25) (7.324267e-06 9.367776e-07 -1.452632e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.368535e-06 -1.075527e-06 -8.188237e-06) (-1.405166e-07 1.098640e-06 -7.058863e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
350          	((-7.163188e-06 4.241466e-05 -5.697770e-25) (7.291576e-06 9.380462e-07 -1.442405e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.362198e-06 -1.074478e-06 -8.180167e-06) (-1.407069e-07 1.093736e-06 -7.047046e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
351          	((-7.155949e-06 4.237164e-05 -5.698725e-25) (7.259080e-06 9.393062e-07 -1.432084e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.355747e-06 -1.073392e-06 -8.171932e-06) (-1.408959e-07 1.088862e-06 -7.035285e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
352          	((-7.148855e-06 4.232600e-05 -5.700431e-25) (7.226781e-06 9.405573e-07 -1.421587e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.348900e-06 -1.072328e-06 -8.163896e-06) (-1.410836e-07 1.084017e-06 -7.023579e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
353          	((-7.140803e-06 4.228181e-05 -5.701090e-25) (7.194677e-06 9.417996e-07 -1.410998e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.342272e-06 -1.071120e-06 -8.155060e-06) (-1.412699e-07 1.079202e-06 -7.011924e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
354          	((-7.132575e-06 4.223682e-05 -5.701851e-25) (7.162770e-06 9.430327e-07 -1.400384e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.335522e-06 -1.069886e-06 -8.146123e-06) (-1.414549e-07 1.074416e-06 -7.000325e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
355          	((-7.124828e-06 4.218827e-05 -5.703852e-25) (7.131059e-06 9.442566e-07 -1.389646e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.328241e-06 -1.068724e-06 -8.137691e-06) (-1.416385e-07 1.069659e-06 -6.988781e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
356          	((-7.119299e-06 4.214045e-05 -5.802284e-25) (7.099623e-06 9.454695e-07 -1.357301e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.321068e-06 -1.067895e-06 -8.128504e-06) (-1.418204e-07 1.064944e-06 -6.977277e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
357          	((-7.110392e-06 4.208966e-05 -5.804295e-25) (7.068487e-06 9.466706e-07 -1.346241e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.313449e-06 -1.066559e-06 -8.119709e-06) (-1.420006e-07 1.060273e-06 -6.965814e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
358          	((-7.100494e-06 4.204036e-05 -5.805257e-25) (7.037513e-06 9.478624e-07 -1.335153e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.306054e-06 -1.065074e-06 -8.110148e-06) (-1.421794e-07 1.055627e-06 -6.954394e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
359          	((-7.091095e-06 4.198838e-05 -5.807162e-25) (7.006716e-06 9.490458e-07 -1.323980e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.298256e-06 -1.063664e-06 -8.100879e-06) (-1.423569e-07 1.051007e-06 -6.943026e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
360          	((-7.080983e-06 4.193769e-05 -5.808138e-25) (6.976084e-06 9.502221e-07 -1.312723e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.290654e-06 -1.062147e-06 -8.090900e-06) (-1.425333e-07 1.046413e-06 -6.931713e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
361          	((-7.071364e-06 4.188352e-05 -5.810316e-25) (6.945603e-06 9.513909e-07 -1.301302e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.282528e-06 -1.060705e-06 -8.081391e-06) (-1.427086e-07 1.041840e-06 -6.920461e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
362          	((-7.060916e-06 4.183009e-05 -5.811717e-25) (6.915265e-06 9.525519e-07 -1.289757e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.274513e-06 -1.059137e-06 -8.071243e-06) (-1.428828e-07 1.037290e-06 -6.909262e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
363          	((-7.050918e-06 4.177332e-05 -5.814264e-25) (6.885076e-06 9.537044e-07 -1.278086e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.265998e-06 -1.057638e-06 -8.061515e-06) (-1.430557e-07 1.032761e-06 -6.898114e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
364          	((-7.040056e-06 4.171777e-05 -5.815843e-25) (6.855042e-06 9.548484e-07 -1.266336e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.257665e-06 -1.056008e-06 -8.051047e-06) (-1.432273e-07 1.028256e-06 -6.887011e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
365          	((-7.029595e-06 4.165949e-05 -5.818333e-25) (6.825174e-06 9.559839e-07 -1.254516e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.248924e-06 -1.054439e-06 -8.040921e-06) (-1.433976e-07 1.023776e-06 -6.875956e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
366          	((-7.018193e-06 4.160282e-05 -5.819702e-25) (6.795478e-06 9.571109e-07 -1.242640e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.240423e-06 -1.052729e-06 -8.030022e-06) (-1.435666e-07 1.019322e-06 -6.864945e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
367          	((-7.007239e-06 4.154295e-05 -5.822189e-25) (6.765956e-06 9.582288e-07 -1.230666e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.231443e-06 -1.051086e-06 -8.019560e-06) (-1.437343e-07 1.014893e-06 -6.853980e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
368          	((-6.995935e-06 4.148208e-05 -5.824686e-25) (6.736611e-06 9.593372e-07 -1.218544e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.222312e-06 -1.049390e-06 -8.008868e-06) (-1.439006e-07 1.010492e-06 -6.843057e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
369          	((-6.983625e-06 4.142254e-05 -5.826149e-25) (6.707443e-06 9.604363e-07 -1.206335e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.213380e-06 -1.047544e-06 -7.997384e-06) (-1.440654e-07 1.006116e-06 -6.832175e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
370          	((-6.971915e-06 4.135966e-05 -5.828905e-25) (6.678452e-06 9.615258e-07 -1.194106e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.203949e-06 -1.045787e-06 -7.986477e-06) (-1.442289e-07 1.001768e-06 -6.821338e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
371          	((-6.959974e-06 4.129553e-05 -5.831822e-25) (6.649637e-06 9.626060e-07 -1.181755e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.194330e-06 -1.043996e-06 -7.975461e-06) (-1.443909e-07 9.974455e-07 -6.810539e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
372          	((-6.946983e-06 4.123251e-05 -5.833688e-25) (6.620996e-06 9.636769e-07 -1.169250e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.184877e-06 -1.042047e-06 -7.963640e-06) (-1.445515e-07 9.931495e-07 -6.799780e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
373          	((-6.934466e-06 4.116674e-05 -5.836583e-25) (6.592529e-06 9.647386e-07 -1.156723e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.175011e-06 -1.040170e-06 -7.952255e-06) (-1.447108e-07 9.888794e-07 -6.789063e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
374          	((-6.921570e-06 4.110034e-05 -5.839378e-25) (6.564233e-06 9.657909e-07 -1.144099e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.165051e-06 -1.038236e-06 -7.940627e-06) (-1.448686e-07 9.846350e-07 -6.778382e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
375          	((-6.907600e-06 4.103527e-05 -5.841083e-25) (6.536106e-06 9.668339e-07 -1.131378e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.155291e-06 -1.036140e-06 -7.928198e-06) (-1.450251e-07 9.804159e-07 -6.767738e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
376          	((-6.894293e-06 4.096682e-05 -5.844141e-25) (6.508147e-06 9.678675e-07 -1.118660e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.145024e-06 -1.034144e-06 -7.916388e-06) (-1.451801e-07 9.762221e-07 -6.757136e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
377          	((-6.880773e-06 4.089690e-05 -5.847432e-25) (6.480354e-06 9.688915e-07 -1.105805e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.134535e-06 -1.032116e-06 -7.904485e-06) (-1.453337e-07 9.720531e-07 -6.746569e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
378          	((-6.866832e-06 4.082597e-05 -5.850678e-25) (6.452726e-06 9.699059e-07 -1.092776e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.123896e-06 -1.030025e-06 -7.892303e-06) (-1.454859e-07 9.679089e-07 -6.736038e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
379          	((-6.851800e-06 4.075654e-05 -5.852748e-25) (6.425262e-06 9.709111e-07 -1.079670e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.113481e-06 -1.027770e-06 -7.879288e-06) (-1.456367e-07 9.637892e-07 -6.725543e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
380          	((-6.837440e-06 4.068474e-05 -5.855906e-25) (6.397960e-06 9.719071e-07 -1.066707e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.102711e-06 -1.025616e-06 -7.866864e-06) (-1.457861e-07 9.596940e-07 -6.715086e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
381          	((-6.822809e-06 4.061192e-05 -5.859134e-25) (6.370819e-06 9.728934e-07 -1.053638e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.091787e-06 -1.023421e-06 -7.854319e-06) (-1.459340e-07 9.556229e-07 -6.704662e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
382          	((-6.807063e-06 4.053960e-05 -5.861415e-25) (6.343839e-06 9.738701e-07 -1.040333e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.080940e-06 -1.021059e-06 -7.840962e-06) (-1.460805e-07 9.515759e-07 -6.694271e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
383          	((-6.791947e-06 4.046429e-05 -5.864932e-25) (6.317019e-06 9.748374e-07 -1.027055e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.069644e-06 -1.018792e-06 -7.828139e-06) (-1.462256e-07 9.475528e-07 -6.683915e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
384          	((-6.776545e-06 4.038793e-05 -5.868529e-25) (6.290357e-06 9.757949e-07 -1.013690e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.058189e-06 -1.016482e-06 -7.815165e-06) (-1.463692e-07 9.435535e-07 -6.673590e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
385          	((-6.760724e-06 4.031083e-05 -5.872022e-25) (6.263853e-06 9.767428e-07 -1.000217e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.046624e-06 -1.014109e-06 -7.801954e-06) (-1.465114e-07 9.395779e-07 -6.663297e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
386          	((-6.743848e-06 4.023500e-05 -5.874411e-25) (6.237506e-06 9.776812e-07 -9.866725e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.035250e-06 -1.011577e-06 -7.787988e-06) (-1.466522e-07 9.356259e-07 -6.653036e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
387          	((-6.727743e-06 4.015672e-05 -5.877977e-25) (6.211315e-06 9.786103e-07 -9.732808e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.023509e-06 -1.009161e-06 -7.774658e-06) (-1.467915e-07 9.316972e-07 -6.642809e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
388          	((-6.711333e-06 4.007740e-05 -5.881580e-25) (6.185278e-06 9.795292e-07 -9.597656e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.011610e-06 -1.006700e-06 -7.761161e-06) (-1.469294e-07 9.277917e-07 -6.632610e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
389          	((-6.694388e-06 3.999708e-05 -5.885050e-25) (6.159396e-06 9.804382e-07 -9.460439e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.999562e-06 -1.004158e-06 -7.747318e-06) (-1.470657e-07 9.239094e-07 -6.622439e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
390          	((-6.677004e-06 3.991618e-05 -5.888367e-25) (6.133667e-06 9.813375e-07 -9.322505e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.987427e-06 -1.001551e-06 -7.733189e-06) (-1.472006e-07 9.200501e-07 -6.612296e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
391          	((-6.658700e-06 3.983629e-05 -5.890747e-25) (6.108091e-06 9.822275e-07 -9.184626e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.975444e-06 -9.988051e-07 -7.718430e-06) (-1.473341e-07 9.162137e-07 -6.602184e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
392          	((-6.641480e-06 3.975363e-05 -5.894667e-25) (6.082666e-06 9.831079e-07 -9.049248e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.963044e-06 -9.962220e-07 -7.704599e-06) (-1.474662e-07 9.123999e-07 -6.592104e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
